编号	名称	等级限制	战役编号	主怪	战斗背景	位置0	位置1	位置2	位置3	位置4	位置5	位置6	位置7	位置8	战斗力	金币	君主经验	武将经验	英雄祭坛说明	点类型	坐标X	坐标Y	宝箱坐标	宝箱坐标	X轴反转(1=图片资源不反转，2=图片资源反转)	开启条件	士气	剧情文件编号
307	李通	20	2	315020	2		110020			410016			315020		6472	276	255	255	0	main	1630	323			1		248	0
308	刘夫人	20	2	315020	2		110020			410016			315020		6472	276	255	255	0	main	1630	323			1		248	0
309	周祥兆	20	2	315020	2		110020			410016			315020		6472	276	255	255	0	main	1630	323			1		248	0
310	杜夫人	20	2	315020	2		110020			410016			315020		6472	276	255	255	0	main	1630	323			1		248	0
311	秦宜禄	20	2	315020	2		110020			410016			315020		6472	276	255	255	0	main	1630	323			1		248	0
312	蔵洪	20	2	315020	2		110020			410016			315020		6472	276	255	255	0	main	1630	323			1		248	0
313	李肃	20	2	315020	2		110020			410016			315020		6472	276	255	255	0	main	1630	323			1		248	0
314	雷薄	20	2	315020	2		110020			410016			315020		6472	276	255	255	0	main	1630	323			1		248	0
315	李业	20	2	416020	2				111020	511017	416020				6463	278	260	260		main	1446	393			1		248	0
316	陈瑀	20	2	416020	2				111020	511017	416020				6463	278	260	260		main	1446	393			1		248	0
317	杨弘	20	2	416020	2				111020	511017	416020				6463	278	260	260	0	main	1446	393			1		248	0
318	刘勋	20	2	416020	2				111020	511017	416020				6463	278	260	260	0	main	1446	393			1		248	0
319	颜良	20	2	416020	2				111020	511017	416020				6463	278	260	260	0	main	1446	393			1		248	0
320	郭图	20	2	416020	2				111020	511017	416020				6463	278	260	260	0	main	1446	393			1		248	0
321	高干	20	2	416020	2				111020	511017	416020				6463	278	260	260	0	main	1446	393			1		248	0
322	田丰	20	2	416020	2				111020	511017	416020				6463	278	260	260	0	main	1446	393			1		248	0
323	文丑	20	2	416020	2				111020	511017	416020				6463	278	260	260	0	main	1446	393			1		248	0
324	公孙修	20	2	416020	2				111020	511017	416020				6463	278	260	260	0	main	1446	393			1		248	0
325	伦直	21	3	315021	3			310021		110018	315021				7052	280	265	265		main	232	1054			1		250	0
326	贾范	21	3	315021	3			310021		110018	315021				7052	280	265	265		main	232	1054			1		250	0
327	柳甫	21	3	315021	3			310021		110018	315021				7052	280	265	265	0	main	232	1054			1		250	0
328	公孙渊	21	3	315021	3			310021		110018	315021				7052	280	265	265	0	main	232	1054			1		250	0
329	邢道荣	21	3	315021	3			310021		110018	315021				7052	280	265	265	0	main	232	1054			1		250	0
330	吕公	21	3	315021	3			310021		110018	315021				7052	280	265	265	0	main	232	1054			1		250	0
331	蒯良	21	3	315021	3			310021		110018	315021				7052	280	265	265	0	main	232	1054			1		250	0
332	苏飞	21	3	315021	3			310021		110018	315021				7052	280	265	265	0	main	232	1054			1		250	0
333	黄祖	21	3	315021	3			310021		110018	315021				7052	280	265	265	0	main	232	1054			1		250	0
334	北宫伯玉	21	3	315021	3			310021		110018	315021				7052	280	265	265	0	main	232	1054			1		250	0
335	李文候	21	3	116021	3	111021			111019			116021			7070	282	270	270		main	398	1146			1		250	0
336	程银	21	3	116021	3	111021			111019			116021			7070	282	270	270		main	398	1146			1		250	0
337	候选	21	3	116021	3	111021			111019			116021			7070	282	270	270	0	main	398	1146			1		250	0
338	韩遂	21	3	116021	3	111021			111019			116021			7070	282	270	270	0	main	398	1146			1		250	0
339	朵思大王	21	3	116021	3	111021			111019			116021			7070	282	270	270	0	main	398	1146			1		250	0
340	兀突骨	21	3	116021	3	111021			111019			116021			7070	282	270	270	0	main	398	1146			1		250	0
341	木鹿大王	21	3	116021	3	111021			111019			116021			7070	282	270	270	0	main	398	1146			1		250	0
342	彻里吉	21	3	116021	3	111021			111019			116021			7070	282	270	270	0	main	398	1146			1		250	0
343	祝融	21	3	116021	3	111021			111019			116021			7070	282	270	270	0	main	398	1146			1		250	0
344	丁奉	21	3	116021	3	111021			111019			116021			7070	282	270	270	0	main	398	1146			1		250	0
345	潘璋	22	3	415022	3	310022	110020						415022		7449	284	275	275		main	568	1170			1		252	0
346	周泰	22	3	415022	3	310022	110020						415022		7449	284	275	275		main	568	1170			1		252	0
347	凌统	22	3	415022	3	310022	110020						415022		7449	284	275	275	0	main	568	1170			1		252	0
348	甘宁	22	3	415022	3	310022	110020						415022		7449	284	275	275	0	main	568	1170			1		252	0
349	曹洪	22	3	415022	3	310022	110020						415022		7449	284	275	275	0	main	568	1170			1		252	0
350	曹植	22	3	415022	3	310022	110020						415022		7449	284	275	275	0	main	568	1170			1		252	0
351	曹仁	22	3	415022	3	310022	110020						415022		7449	284	275	275	0	main	568	1170			1		252	0
352	藏霸	22	3	415022	3	310022	110020						415022		7449	284	275	275	0	main	568	1170			1		252	0
353	张辽	22	3	415022	3	310022	110020						415022		7449	284	275	275	0	main	568	1170			1		252	0
354	马元义	22	3	415022	3	310022	110020						415022		7449	284	275	275	0	main	568	1170			1		252	0
355	卜己	22	3	415022	3	310022	110020						415022		7449	284	275	275		main	568	1170			1		252	0
356	黄龙	22	3	216022	3			311022		216022	511021				7674	286	280	280		main	474	1008			1		252	0
357	大洪	22	3	415022	3	310022	110020						415022		7449	284	275	275	0	main	568	1170			1		252	0
358	张牛角	22	3	216022	3			311022		216022	511021				7674	286	280	280	0	main	474	1008			1		252	0
359	陈宫	22	3	415022	3	310022	110020						415022		7449	284	275	275	0	main	568	1170			1		252	0
360	曹性	22	3	216022	3			311022		216022	511021				7674	286	280	280	0	main	474	1008			1		252	0
361	韩巍	22	3	415022	3	310022	110020						415022		7449	284	275	275	0	main	568	1170			1		252	0
362	曹氏	22	3	216022	3			311022		216022	511021				7674	286	280	280	0	main	474	1008			1		252	0
363	曹豹	22	3	415022	3	310022	110020						415022		7449	284	275	275	0	main	568	1170			1		252	0
364	袁嗣	22	3	216022	3			311022		216022	511021				7674	286	280	280	0	main	474	1008			1		252	0
365	乐就	22	3	216022	3			311022		216022	511021				7674	286	280	280		main	474	1008			1		252	0
366	阎象	22	3	216022	3			311022		216022	511021				7674	286	280	280		main	474	1008			1		252	0
367	荀正	22	3	216022	3			311022		216022	511021				7674	286	280	280	0	main	474	1008			1		252	0
368	徐璆	22	3	216022	3			311022		216022	511021				7674	286	280	280	0	main	474	1008			1		252	0
369	郭于淳	22	3	216022	3			311022		216022	511021				7674	286	280	280	0	main	474	1008			1		252	0
370	逢纪	22	3	216022	3			311022		216022	511021				7674	286	280	280	0	main	474	1008			1		252	0
371	汗卢维	22	3	216022	3			311022		216022	511021				7674	286	280	280	0	main	474	1008			1		252	0
372	张郃	22	3	216022	3			311022		216022	511021				7674	286	280	280	0	main	474	1008			1		252	0
373	许攸	22	3	216022	3			311022		216022	511021				7674	286	280	280	0	main	474	1008			1		252	0
374	公孙康	22	3	216022	3			311022		216022	511021				7674	286	280	280	0	main	474	1008			1		252	0
375	公孙晃	22	3	216022	3			311022		216022	511021				7674	286	280	280		main	474	1008			1		252	0
376	柳夫人	22	3	216022	3			311022		216022	511021				7674	286	280	280		main	474	1008			1		252	0
377	公孙恭	22	3	216022	3			311022		216022	511021				7674	286	280	280	0	main	474	1008			1		252	0
378	公孙度	22	3	216022	3			311022		216022	511021				7674	286	280	280	0	main	474	1008			1		252	0
379	文聘	22	3	216022	3			311022		216022	511021				7674	286	280	280	0	main	474	1008			1		252	0
380	蔡中	22	3	216022	3			311022		216022	511021				7674	286	280	280	0	main	474	1008			1		252	0
381	蔡和	22	3	216022	3			311022		216022	511021				7674	286	280	280	0	main	474	1008			1		252	0
382	蔡勋	22	3	216022	3			311022		216022	511021				7674	286	280	280	0	main	474	1008			1		252	0
383	蔡瑁	22	3	216022	3			311022		216022	511021				7674	286	280	280	0	main	474	1008			1		252	0
384	马岱	22	3	216022	3			311022		216022	511021				7674	286	280	280	0	main	474	1008			1		252	0
385	马玩	22	3	216022	3			311022		216022	511021				7674	286	280	280		main	474	1008			1		252	0
386	庞德	22	3	216022	3			311022		216022	511021				7674	286	280	280		main	474	1008			1		252	0
387	马云騼	22	3	216022	3			311022		216022	511021				7674	286	280	280	0	main	474	1008			1		252	0
388	马超	22	3	216022	3			311022		216022	511021				7674	286	280	280	0	main	474	1008			1		252	0
389	金环三结	22	3	216022	3			311022		216022	511021				7674	286	280	280	0	main	474	1008			1		252	0
390	董茶那	22	3	216022	3			311022		216022	511021				7674	286	280	280	0	main	474	1008			1		252	0
391	阿会喃	22	3	216022	3			311022		216022	511021				7674	286	280	280	0	main	474	1008			1		252	0
392	忙牙长	22	3	216022	3			311022		216022	511021				7674	286	280	280	0	main	474	1008			1		252	0
393	朵思大王	22	3	216022	3			311022		216022	511021				7674	286	280	280	0	main	474	1008			1		252	0
394	黄盖	22	3	216022	3			311022		216022	511021				7674	286	280	280	0	main	474	1008			1		252	0
395	太史慈	22	3	216022	3			311022		216022	511021				7674	286	280	280	0	main	474	1008			1		252	0
396	吕蒙	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285		box	570	904			1		255	0
397	陆逊	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285		box	570	904			1		255	0
398	孙皓	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
399	杨修	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
400	孙姬	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
401	徐晃	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
402	庞德	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
403	司马懿	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
404	李儒	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
405	董卓	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
406	张角	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285		box	570	904			1		255	0
407	吕布	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285		box	570	904			1		255	0
408	袁术	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
409	袁绍	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
410	公孙渊	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
411	公孙瓒	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
412	蒯越	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
413	刘表	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
414	马超	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
415	马腾	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
416	祝融	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285		box	570	904			1		255	0
417	孟获	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285		box	570	904			1		255	0
418	周瑜	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
419	孙权	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
420	司马懿	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
421	曹操	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
422	徐荣	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
423	李蒙	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
424	李暹	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
425	攴胡赤儿	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
426	王允	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285		box	570	904			1		255	0
427	李傕	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290		main	508	676			1		255	0
428	胡轸	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
429	左灵	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
430	华雄	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
431	张济	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
432	段煨	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
433	李儒	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
434	樊稠	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
435	郭汜	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
436	董越	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285		box	570	904			1		255	0
437	董承	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290		main	508	676			1		255	0
438	牛辅	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
439	董旻	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
440	董璜	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
441	董卓	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
442	裴元绍	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
443	邓茂	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
444	程远志	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
445	伏完	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
446	周仓	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285		box	570	904			1		255	0
447	张白骑	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290		main	508	676			1		255	0
448	刘石	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
449	孙夏	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
450	张梁	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
451	笮融	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
452	高升	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
453	李乐	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
454	彭脱	23	3	315023	3	315023	110023	110022	510006						9508	288	285	285	0	box	570	904			1		255	0
455	赵媛姜	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
456	张宝	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290		main	508	676			1		255	0
457	卞喜	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290		main	508	676			1		255	0
458	何仪	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
459	郭太	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
460	管亥	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
461	张角	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
462	郝萌	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
463	高顺	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
464	许汜	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
465	魏续	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
466	成廉	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290		main	508	676			1		255	0
467	薛兰	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290		main	508	676			1		255	0
468	李封	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
469	刘何	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
470	王楷	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
471	王贺	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
472	纶直	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
473	侯成	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
474	骆俊	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
475	宋宪	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
476	李封	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290		main	508	676			1		255	0
477	魏越	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290		main	508	676			1		255	0
478	吕玲绮	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
479	张辽	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
480	严氏	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
481	吕布	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
482	舒邵	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
483	苟闻建	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
484	陶丘洪	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
485	韩胤	23	3	116023	3			111023				116023	411022	311008	9499	290	290	290	0	main	508	676			1		255	0
486	俞涉	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295		main	396	544			1		257	0
487	苌奴	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295		main	396	544			1		257	0
488	诸葛玄	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
489	惠衢	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
490	陈纪	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
491	刘珐	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
492	郑浑	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
493	郑泰	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
494	桥蕤	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
495	张天昊	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
496	李丰	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295		main	396	544			1		257	0
497	纪灵	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295		main	396	544			1		257	0
498	袁耀	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
499	袁法	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
500	冯氏	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
501	袁术	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
502	岑壁	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
503	陈琳	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
504	周昂	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
505	冯礼	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
506	公孙犊	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295		main	396	544			1		257	0
507	高平	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295		main	396	544			1		257	0
508	沮授	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
509	袁遗	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
510	韩猛	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
511	韩琼	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
512	蒋奇	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
513	焦触	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
514	夏昭	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
515	高柔	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
516	辛明	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295		main	396	544			1		257	0
517	袁谭	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300		main	572	474			1		257	0
518	袁熙	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
519	袁尚	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
520	刘氏	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
521	袁绍	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
522	乐何当	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
523	李移子	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
524	刘纬台	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
525	乐白	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
526	郭铄	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295		main	396	544			1		257	0
527	张卿	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300		main	572	474			1		257	0
528	季雍	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
529	范方	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
530	文则	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
531	田豫	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
532	关靖	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
533	邹丹	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
534	单经	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
535	田楷	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
536	严纲	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295		main	396	544			1		257	0
537	公孙范	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300		main	572	474			1		257	0
538	公孙越	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
539	公孙续	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
540	候氏	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
541	公孙瓒	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
542	陈应	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
543	鲍隆	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
544	宋忠	24	3	215024	3			210024		215024			510023	510010	10728	292	295	295	0	main	396	544			1		257	0
545	王威	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
546	傅巽	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300		main	572	474			1		257	0
547	韩嵩	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300		main	572	474			1		257	0
548	张允	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
549	刘磐	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
550	李珪	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
551	蒯越	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
552	杨龄	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
553	韩玄	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
554	刘度	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
555	刘贤	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
556	赵范	25	3	415025	3				415025		310025		410024		12296	296	305	305		main	760	568			1		260	0
557	刘修	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305		main	760	568			1		260	0
558	刘琮	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
559	刘琦	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
560	蔡氏	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
561	刘表	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
562	庞柔	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
563	庞隽	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
564	马援	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
565	宋建	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
566	柏亥	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305		main	760	568			1		260	0
567	马肃	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310		main	938	670			1		260	0
568	戴勇	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
569	杨松	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
570	杨柏	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
571	黄奎	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
572	马岱	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
573	刘婕	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
574	梁兴	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
575	毛绥	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
576	马铁	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310		main	938	670			1		260	0
577	李堪	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310		main	938	670			1		260	0
578	许临	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
579	马休	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
580	程氏	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
581	马腾	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
582	天山大王	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
583	黄草洞主	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
584	红砂洞主	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
